title,industry
Raytheon Optical Systems Inc,Aerospace And Defense Contractor
Raytheon Optical Systems Inc,Defense
Raytheon Oakley Systems Inc,Private Equity
Raytheon Missile Systems Co,Aerospace And Defense
Raytheon Marine Ltd,Aerospace Manufacturer
Raytheon Marine Ltd,Aerospace And Defense Contractor
Raytheon Marine Ltd,Defense
Raytheon Manufacturing Co,Ubl
Raytheon Manufacturing Co,Aerospace Manufacturer
Raytheon Manufacturing Co,Aerospace
Raytheon Manufacturing Co,Defense (Military)
Raytheon Manufacturing Co,Defense
Raytheon Manufacturing Co,Information Security
Raytheon Manufacturing Co,Electronics Industry
Raytheon Manufacturing Co,Electronics
Raytheon E-Systems Inc,Aerospace Manufacturer
Raytheon E-Systems Inc,Aerospace And Defense Contractor
Raytheon E-Systems Inc,Defense
Raytheon Company Raytheon Comp,Aerospace Manufacturer
Raytheon Company Raytheon Comp,Aerospace And Defense Contractor
Raytheon Company Raytheon Comp,Defense
Raytheon Company,Aerospace Manufacturer
Raytheon Company,Aerospace And Defense Contractor
Raytheon Company,Defense
Raytheon Commercial Laundry Llc,Self-Service Laundry
Raytheon Command And Control Solutions Llc,Aerospace
Raytheon Command And Control Solutions Llc,Defence
Raytheon Co,Ubl
Raytheon Co,Aerospace Manufacturer
Raytheon Co,Aerospace
Raytheon Co,Defense (Military)
Raytheon Co,Defense
Raytheon Co,Information Security
Raytheon Co,Electronics Industry
Raytheon Co,Electronics
Raytheon Canada Ltd,Ubl
Raytheon Canada Ltd,Aerospace Manufacturer
Raytheon Canada Ltd,Aerospace
Raytheon Canada Ltd,Defense (Military)
Raytheon Canada Ltd,Defense
Raytheon Canada Ltd,Information Security
Raytheon Canada Ltd,Electronics Industry
Raytheon Canada Ltd,Electronics
Raytheon Applied Signal Technology Inc,Ubl
Raytheon Applied Signal Technology Inc,Aerospace Manufacturer
Raytheon Applied Signal Technology Inc,Aerospace
Raytheon Applied Signal Technology Inc,Defense (Military)
Raytheon Applied Signal Technology Inc,Defense
Raytheon Applied Signal Technology Inc,Information Security
Raytheon Applied Signal Technology Inc,Electronics Industry
Raytheon Applied Signal Technology Inc,Electronics
Raytheon Appliances Inc,Aerospace Manufacturer
Raytheon Appliances Inc,Aerospace And Defense Contractor
Raytheon Appliances Inc,Defense
Raytheon Aircraft Co,Ubl
Raytheon Aircraft Co,Aerospace Manufacturer
Raytheon Aircraft Co,Aerospace
Raytheon Aircraft Co,Defense (Military)
Raytheon Aircraft Co,Defense
Raytheon Aircraft Co,Information Security
Raytheon Aircraft Co,Electronics Industry
Raytheon Aircraft Co,Electronics
Raychem Ltd,Conglomerate (Company)
Raychem Ltd,Conglomerate
Raychem Corp,Aerospace
Raychem Corp,Automotive
Raychem Corp,Telecommunications
Ranpak Corp,Recyclable Packing
Ranpak Corp,Packaging
Ranpak Corp,Packaging Machinery
Rambus Inc,Semiconductors
Ralink Technology Corp,Semiconductor Industry
Ralink Technology Corp,Semiconductor
Rafael Advanced Defense Systems Ltd.,Arms Industry
Rafael Advanced Defense Systems Ltd.,Defense
Rafael Advanced Defense Systems Ltd.,Aerospace
Rafael Advanced Defense Systems Ltd,Arms Industry
Rafael Advanced Defense Systems Ltd,Defense
Rafael Advanced Defense Systems Ltd,Aerospace
Radware Ltd,Technology
Radiall,Aerospace  Defense Industry
Radiall,Defense  Industrial  Instrumentation  Medical  Space  Telecommunication
Racal Data Communications Inc,Electronics
Ruag Land Systems Ag,Aerospace Engineering And Defence Industry
Ruag Ammotec Ag,Aerospace Engineering And Defence Industry
Rsa Security Llc,Network Security And Authentication
Rotol Airscrews Ltd,Aircraft
Rotol Airscrews Ltd,Aircraft Equipment
Rolls-Royce Inc And Rolls-Royce Plc,Aerospace
Rolls-Royce Inc And Rolls-Royce Plc,Arms Industry
Rolls-Royce Inc And Rolls-Royce Plc,Defence
Rolls-Royce Inc And Rolls-Royce Plc,Energy
Rolls-Royce Inc And Rolls-Royce Plc,Marine Propulsion
Rolls-Royce Inc And Rolls-Royce Plc,Marine
Rmi Titanium Co,Titanium Alloy Production
Rf Dsp Inc,Semiconductors
Revolution Lighting Technologies Inc,Commercial And Industrial Lighting
Research Instruments And Controls Inc,Semiconductors
Reapp Pty Ltd,Unbulleted List
Reapp Pty Ltd,Video Game Industry
Reapp Pty Ltd,Video Games
Reapp Pty Ltd,Electronics Industry
Reapp Pty Ltd,Electronics
Rca Inc,Media (Communication)
Rca Inc,Media Consumer Electronics
Rca Inc,Electronics
Raytheon Manufacturing Company Waltham Mass (V St A),Aerospace Manufacturer
Raytheon Manufacturing Company Waltham Mass (V St A),Aerospace And Defense Contractor
Raytheon Manufacturing Company Waltham Mass (V St A),Defense
Railion Deutschland Ag,Logistics
Racal Acoustics Ltd,Electronics
Quova Inc,Telecommunications
Quicklaunch Inc,Aerospace Engineering
Quicklaunch Inc,Aerospace
Quick-Med Technologies Inc,Enterprise Software
Quest Software Inc,Software
Quest Medical Inc,Health Care
Quasar Federal Systems Inc,Electronics
Quarton Inc,Financial Services
Quantum Valley Ideas Laboratories,Telecommunication
Quantum Valley Ideas Laboratories,Information Technology
Quantum Valley Ideas Laboratories,Material Science
Quantenna Communications Inc,Semiconductors
Qualcomm Technologies International Ltd,Semiconductors
Qualcomm Technologies International Ltd,Communications
Qualcomm Mems Technologies Inc,Technology Company
Qualcomm Mems Technologies Inc,Technology
Qualcomm Incorporated,Nowrap
Qualcomm Incorporated,Telecoms Equipments
Qualcomm Incorporated,Semiconductor Industry
Qualcomm Incorporated,Semiconductors
Qualcomm Inc,Nowrap
Qualcomm Inc,Telecoms Equipments
Qualcomm Inc,Semiconductor Industry
Qualcomm Inc,Semiconductors
Qorvo Us Inc,Wireless Handsets
Qorvo Us Inc,Base Station
Qorvo Us Inc,Broadband Communications
Qorvo Us Inc,Military
Qorvo Us Inc,Foundry
Qioptiq Ltd,Glassmaking
Qinetiq Ltd,Aerospace Engineering
Qinetiq Ltd,Aerospace
Qinetiq Ltd,Arms Industry
Qinetiq Ltd,Defence
Qinetiq Ltd,Research And Development
"Qinetiq North America, Inc.",Aerospace Engineering
"Qinetiq North America, Inc.",Aerospace
"Qinetiq North America, Inc.",Arms Industry
"Qinetiq North America, Inc.",Defence
"Qinetiq North America, Inc.",Research And Development
Q1 Labs Inc,Computer Software
Q Bot Ltd,Leisure
Q Bot Ltd,Cultural
Q Bot Ltd,Entertainment
Q Bot Ltd,Theme Park
Q Bot Ltd,Technology
Pypestream Inc.,Enterprise Artificial Intelligence
Pypestream Inc,Enterprise Artificial Intelligence
Pure Storage Inc,Data Storage Device
Pure Storage Inc,Data Storage
Pulse Link Pty Ltd,Energy
Prp Industries Inc,Private Equity
Providence Health System - Oregon,Healthcare
"Proteus Digital Health, Inc.",Unbulleted List
"Proteus Digital Health, Inc.",Management Consulting
"Proteus Digital Health, Inc.",Information Technology Consulting
Protected Mobility Llc,Consumer Electronics
Prosper Technology Llc,Financial Technology
Prosper Technology Llc,Peer-To-Peer Lending
Promos Technologies Inc,Semiconductors
Progressive Engineering Technologies Corp.,Insurance
Progenity Inc,Alternative Energy
Procter And Gamble Co,Fast-Moving Consumer Goods
Procter And Gamble Co,Consumer Goods
Procter & Gamble,Fast-Moving Consumer Goods
Procter & Gamble,Consumer Goods
Private Machines Inc,Entertainment
Private Machines Inc,Dvd Rental
Private Machines Inc,Coin Counting Machines
Private Machines Inc,Mobile Product Recycling
Prince Sports Llc,Sporting Goods
Primetals Technologies Austria Gmbh,Metallurgy
Primed Products Inc,Ubl
Primed Products Inc,Social Media
Primed Products Inc,Social Network Advertising
Primed Products Inc,Consumer Electronics
Primed Products Inc,Virtual Reality
Primax Electronics Ltd,Software
Pricewaterhousecoopers Llp,Professional Services
Premix Inc,Agribusiness
Premix Inc,Agriculture
Premix Inc,Food Industry
Premium Aerotec Gmbh,Aerospace Defence
Premier Micronutrient Corp,Chemical Industry
Premier Micronutrient Corp,Chemicals
Premier Innovations Llc,Automotive Industry
Premier Innovations Llc,Automotive
Precision Power Inc,Construction
Precision Power Inc,Heavy Construction Engineering Project Management
Precision Makers Bv,3D Printing
Praxair St Technology Inc,Chemical Industry
Praxair St Technology Inc,Chemicals
Pratt And Whitney Canada Corp,Aerospace
Pratt And Whitney Canada Corp,Electricity Generation
"Ppg Industries Ohio, Inc.",Chemical Industry
"Ppg Industries Ohio, Inc.",Chemicals
Powerchip Semiconductor Corp,Semiconductor Industry
Powerchip Semiconductor Corp,Semiconductors
Porsche Se,Holding Company
Pony Ai Inc,Movies
Pony Ai Inc,Tv Shows
Pony Ai Inc,Music
Pony Ai Inc,Video Games
Polaroid Corporation,Flatlist
Polaroid Corporation,Photo Consumer Electronics Licensing
Polaris Wireless Inc,Semiconductor Components
Polar Electro Oy,Sports Equipment
Polar Electro Oy,Sports Instruments
"Plus Metal Tech Co., Ltd.",Video Game Industry
"Plus Metal Tech Co., Ltd.",Video Games
Plowden & Thompson Ltd,Engineering
Pliny G Holt,Agricultural Machinery
Pliny G Holt,Construction
Plessey Semiconductors Limited,Electronics
Plessey Semiconductors Limited,Defense (Military)
Plessey Semiconductors Limited,Defence And Telecommunications
Plessey Overseas Ltd,Electronics
Plessey Overseas Ltd,Defense (Military)
Plessey Overseas Ltd,Defence And Telecommunications
"Plc Diagnostics, Inc.",Medtech
Plastic Specialties And Technologies Investments Inc,Health Care Products Manufacturing
Plastic Specialties And Technologies Inc,Rubber & Plastics
Pitney-Bowes Inc,Service (Economics)
Pitney-Bowes Inc,Business Services
Pioneer Tohoku Corp,Consumer Electronics
Pioneer Overseas Corporation,Telecommunications
"Pioneer Hi-Bred International, Inc.",Agriculture
Pioneer Hi Bred International Inc,Agriculture
Ping An Technology Shenzhen Co Ltd,Financial Services
"Ping An Technology (Shenzhen) Co., Ltd.",Financial Services
Pilot Corp,Truck Stop
Pilot Corp,Convenience Store
Pilot Corp,Petroleum
Pilot Corp,Restaurant
Pilkington North America Inc,Glass
Physio Control Inc,Medical Equipment
Physical Sciences Corp,Aerospace Engineering
Physical Sciences Corp,Aerospace
Physical Sciences Corp,Defense (Military)
Physical Sciences Corp,Defense
Physical Sciences Corp,Shipbuilding
Photon Ventures Inc,Launch Service Provider
"Phoenix Science And Technology, Inc.",Software
Phoenix Contact Gmbh & Co. Kg,Information Technology
Phocus Inc E,Travel
Phocus Inc E,Technology
Phitek Systems Ltd,Electronics
Phillips Petroleum Co,Oil And Gas Industry
Phillips Petroleum Co,Oil And Gas
Phillips 66 Co,Petroleum Industry
Phillips 66 Co,Oil And Gas
Philips Research Suresnes,Conglomerate (Company)
Philips Research Suresnes,Conglomerate
Philips Lighting North America Corp,Conglomerate (Company)
Philips Lighting North America Corp,Conglomerate
Philips Lighting Holding B.V.,Conglomerate (Company)
Philips Lighting Holding B.V.,Conglomerate
Philips Electronics Uk Ltd,Conglomerate (Company)
Philips Electronics Uk Ltd,Conglomerate
Philip W Harris,Hlist
Philip W Harris,Banking
Philip W Harris,Investment Banking
Philip W Harris,Financial Services
Philip Morris Usa Inc,Tobacco Industry
Philip Morris Usa Inc,Tobacco
Phazr Inc,Ubl
Phazr Inc,Telecoms Equipment
Phazr Inc,Networking Equipment
"Pharmathene, Inc.",Healthcare
"Pharmathene, Inc.",Biotechnology
"Pharmathene, Inc.",Health Security
Pharmacia And Upjohn Co Inc,Unbulleted List
Pharmacia And Upjohn Co Inc,Pharmaceutical Industry
Pharmacia And Upjohn Co Inc,Pharmaceutical
Pharmacia And Upjohn Co Inc,Biotechnology
Pharmamar Sa,Pharmaceutical Industry
Pharmamar Sa,Pharmaceuticals
Pfu Ltd,Unbulleted List
Pfu Ltd,Computer Hardware
Pfu Ltd,Consulting
Pfu Ltd,Cloud Computing
Pfu Ltd,Telecommunications
Pfu Ltd,Data Storage
Pfu Ltd,Consumer Electronics
Pfizer Products Inc.,Unbulleted List
Pfizer Products Inc.,Pharmaceutical Industry
Pfizer Products Inc.,Pharmaceutical
Pfizer Products Inc.,Biotechnology
"Pfizer Inc.,",Unbulleted List
"Pfizer Inc.,",Pharmaceutical Industry
"Pfizer Inc.,",Pharmaceutical
"Pfizer Inc.,",Biotechnology
Pfizer Inc,Unbulleted List
Pfizer Inc,Pharmaceutical Industry
Pfizer Inc,Pharmaceutical
Pfizer Inc,Biotechnology
Peugeot Citroen Automobiles Sa,Automotive Industry
Peugeot Citroen Automobiles Sa,Automotive
Peter Lupoli,Restaurants
Pernod-Ricard Sa,Alcohol Industry
Pernod-Ricard Sa,Alcohol
Perkin Elmer Corp,Medtech
Perimeter Esecurity,Software
Perimeter Internetworking Corp,Business And Technology Consulting
Perceptive Inc,Enterprise Content Management
Perceptive Inc,Document Management
Perceptive Inc,
Pentel Corp,Writing Implements
Pentax Corp,Reprography
Pentax Corp,Imaging
Penford Corp,Food
Penford Corp,Beverage
Penford Corp,Pharmaceutical
Penford Corp,Compound Feed
Penford Corp,Animal Feed
Penford Corp,Corrugated Fiberboard
Penford Corp,Corrugating
Penford Corp,Paper
Penford Corp,Textile
Penford Corp,Health
Penford Corp,Health & Wellness
Peloton Technology Inc,Exercise Equipment
Peiker Acustic Gmbh,Automotive
Pegatron Corp,Electronics
Pegasus Technologies Inc,Aerospace And Defense (Military)
Pegasus Technologies Inc,Defense
Pegasus Global Strategic Solutions Llc,Aerospace
Pechiney Sa,Aluminium
"Pcms Holdings, Inc.",Direct Marketing
"Pcms Holdings, Inc.",Direct Marketer
Paypal Inc,Financial Technology
Pathfinder Events Pty Ltd,Automotive Industry
Pathfinder Events Pty Ltd,Automotive
"Passport Systems, Inc.",Computer Software
Passport Systems Inc,Computer Software
Parker-Hannifin Corp,Manufacturing
"Paratek Microwave, Inc.",Software Industry
"Paratek Microwave, Inc.",Software
Parallel Design Inc,Computer Software
Para3 Inc,Arms Industry
Paon Dp Inc,Video Game Industry
Paon Dp Inc,Video Games
Panavision Inc,Movie Camera Rental Film
Panavision Inc,Motion Picture Equipment
Panasonic Intellectual Property Management Co Ltd,Conglomerate (Company)
Panasonic Intellectual Property Management Co Ltd,Conglomerate
Panasonic Intellectual Property Corp Of America,Conglomerate (Company)
Panasonic Intellectual Property Corp Of America,Conglomerate
Panasonic Intellectual Property Corp,Conglomerate (Company)
Panasonic Intellectual Property Corp,Conglomerate
Panasonic Elec Works Co Ltd,Conglomerate (Company)
Panasonic Elec Works Co Ltd,Conglomerate
Panasonic Corp,Conglomerate (Company)
Panasonic Corp,Conglomerate
"Palomar Medical Technologies, Inc.",Electronics
Palo Alto Research Center Inc,R&D
Palo Alto Networks Inc,Network Security
Palo Alto Networks Inc,Computer Security
Palo Alto Networks Inc,Cybersecurity
Palo Alto Networks Inc,Cloud Computing
Pall Corp,Diversified Machinery
Palantir Technologies Inc,Software
Pagerduty Inc,Information Technology
Pagerduty Inc,Incident Management
Pagerduty Inc,Information Technology Operations
Pacific Biosciences California,Biotechnology
Paccar Inc,Ubl
Paccar Inc,Heavy Equipment (Construction)
Paccar Inc,Heavy Equipment
Paccar Inc,Automotive
Paccar Inc,Engines
Paccar Inc,Powertrain
Paccar Inc,Truck Components
Paccar Inc,Financial Services
Paccar Inc,Information Technology
Ptc Inc,Computer-Aided Design
Ptc Inc,Cad/Computer-Aided Manufacturing
Ptc Inc,Cam/Computer-Aided Engineering
Ptc Inc,Cae/ Product Lifecycle Management
Ptc Inc,Plm Software/ Alm/ Slm/ Internet Of Things
Ptc Inc,Iot
Psa Automobiles Sa,Automotive Industry
Psa Automobiles Sa,Automotive
Pro Form Inc,Flatlist
Pro Form Inc,Technology Videography Consumer Electronics
Preventsys Inc,Computer Software
Preussag Ag,Hospitality Industry
Preussag Ag,Hospitality
Preussag Ag,Tourism
Ppg Industries Ohio Inc,Chemical Industry
Ppg Industries Ohio Inc,Chemicals
Ppg Industries Inc,Chemical Industry
Ppg Industries Inc,Chemicals
Ppc Broadband Inc,Electronics
Pods Inc,Search Engine
Pki Innovations Inc.,Internet Security
Pki Innovations Inc.,Public Key Infrastructure
Pki Innovations Inc.,Iot Security
Pinc Solutions,Logistics
Pgs Geophysical As,Petroleum
Perimeter Products Inc,Physical Security
Pdh Corp,Broadband
Panhandle Refining Co,Oil And Gas Industry
Panhandle Refining Co,Oil And Gas
P Tech Llc,Information Technology Consulting Outsourcing
P S I Nordic Track Inc,Exercise Equipment
P R Mallory And Co Inc,Electronics
Owl Computing Technologies Llc,Information Technology Consulting Outsourcing
Owens Corning,General Building Materials
Owens Corning,Composites
Outotec Oyj,Industrial Machinery
Ouster Inc,Lidar
Otto Schnell Gmbh & Co. Kg,Vehicle Engineering
Otto A Buettner,Pest Control
Otis Elevator Co,Transport
Otis Elevator Co,Transport Systems
Oswald O Sunderland,Aerospace Engineering
Oswald O Sunderland,Aerospace
Ossur Iceland Ehf,Telecommunications
Ossur Iceland Ehf,Entertainment
Ossur Iceland Ehf,Infrastructure
Ossur Iceland Ehf,It
Osram Sylvania Inc,Lighting
Osram Gmbh,Semiconductor / Photonics
Oshkosh Truck Corp,Automotive Industry
Oshkosh Truck Corp,Automotive
Oshkosh Truck Corp,Arms Industry
Oshkosh Corp,Automotive Industry
Oshkosh Corp,Automotive
Oshkosh Corp,Arms Industry
Oshima Shipbuilding Co Ltd,Shipbuilding
Osaka Gas Co Ltd,Energy Producer And Services Provider
Ortronics Inc,Electrical Equipment
Orthovita Inc,Medical Technology
Oregon Metallurgical Corp,Manufacturing
Ore Pharmaceuticals Inc,Pharmaceutical Industry
Ore Pharmaceuticals Inc,Pharmaceuticals
Orano Cycle,Nuclear Industry
Orano Cycle,Nuclear
Orange Sa,Telecommunications
Orange Plastics Inc,Chemical Industry
Orange Plastics Inc,Chemicals
"Orange Electronic Co., Ltd.",Electronics
Oracle International Corporation,Ubl
Oracle International Corporation,Enterprise Software
Oracle International Corporation,Business Software
Oracle International Corporation,Cloud Computing
Oracle International Corporation,Computer Hardware
Oracle International Corporation,Consulting
Oracle International Corp,Ubl
Oracle International Corp,Enterprise Software
Oracle International Corp,Business Software
Oracle International Corp,Cloud Computing
Oracle International Corp,Computer Hardware
Oracle International Corp,Consulting
Oracle Corp,Ubl
Oracle Corp,Enterprise Software
